route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id
8A,a1c1be47-a6f9-4187-8396-05fd20f2b819,10135908-86cb-4d0a-b93b-818224cdc19b,25c9dca2-b826-4dd0-9404-2a48b548e2cb,RVH/YONGE to Georgian College,0,619e98b4-7a87-470c-a521-f1e049ff824a
8B,fcfc42af-1cc2-48e2-a437-c965c0129a04,16819412-c31c-458c-9b56-2baf6c185319,18605884-d064-4997-8f13-e35b129b16a0,Crosstown/Essa to Georgian College ,0,ea8d2952-e322-4009-b1f6-5797364510ee
2B,8e896df6-2496-4d4f-9079-946c6e56c815,b2ede3a5-438a-470b-b170-0fc27e7f70c8,71438cc9-96fa-4b62-9915-4c5f2d7a7e71,PARK PLACE to Park Place,0,b678c8b0-7822-43b2-ba47-8f074346300b
7B,fcfc42af-1cc2-48e2-a437-c965c0129a04,e80871dc-eccd-4407-abdf-5fae1b06c79e,fab38069-58e9-4c29-b586-b7db1aad1118,BEAR CREEK to Park Place,0,99928916-6533-454c-8daa-0461afbfa49f
100,a1c1be47-a6f9-4187-8396-05fd20f2b819,35d9845c-9f42-4db3-a494-9d758d252e5a,f2b219d4-3593-4748-b626-dc2fb2151969,Red Express  to Downtown Barrie Terminal,0,ea733da1-1ba9-4aaf-9f75-065af5456624
11,8e896df6-2496-4d4f-9079-946c6e56c815,c2a5c4ff-f36d-4e2a-8005-eecada1d756c,de78c483-7fab-46e3-af0e-f32f701179ed,NORTH LOOP to Downtown Barrie Terminal,0,a5b92129-31c1-404e-9d04-38d20c44d146
10,8e896df6-2496-4d4f-9079-946c6e56c815,81a0d4ee-a551-447a-a899-5a7eec2455c8,ad2b6efb-c3ff-44f7-8b9e-1166aac33bdd,NORTH LOOP to Downtown Barrie Terminal,0,fd394cf9-4abf-41a1-b04c-087fa78fbdbc
11,8e896df6-2496-4d4f-9079-946c6e56c815,6609bc78-1fd4-467e-a900-b0e8adf48dc9,de78c483-7fab-46e3-af0e-f32f701179ed,NORTH LOOP to Downtown Barrie Terminal,0,a5b92129-31c1-404e-9d04-38d20c44d146
10,fcfc42af-1cc2-48e2-a437-c965c0129a04,e409a59a-9d16-45cd-ad59-6c9546018786,ad2b6efb-c3ff-44f7-8b9e-1166aac33bdd,NORTH LOOP to Downtown Barrie Terminal,0,db9e0dd6-03f6-497e-8ceb-7bcbd4cd8daa
8B,a1c1be47-a6f9-4187-8396-05fd20f2b819,0791b09b-6b6f-4328-abe3-aec6b82e7c73,4e5e5b70-82ba-4a38-b972-63ae4410aecd,Crosstown/Essa to Georgian College ,0,c4a9c4d4-2187-4b2b-8117-ab3abc00336a
2A,fcfc42af-1cc2-48e2-a437-c965c0129a04,9d7d5afb-0033-49bc-bf7c-c9a5c13898ed,88bd2f54-d682-443e-adfb-93b377fa37bb,DUNLOP to Downtown Barrie Terminal,0,95bf5ab2-9bf9-4a3f-a4cf-e6c28d2b8b39
7B,8e896df6-2496-4d4f-9079-946c6e56c815,4f5d4df1-2524-42e6-a588-e43813216441,fab38069-58e9-4c29-b586-b7db1aad1118,BEAR CREEK to Park Place,0,f1700f5a-c177-41fd-a847-9e1a9d1d5c49
